Test ID,Test name,Test type,Test param 1,Test param 2,Test param 3,Time [s],Trace 1,Trace 2,Trace 3,Trace 4,Trace 5,Trace 6,Trace 7,Trace 8,Trace 9,Trace 10,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6
53793220-fae4-4535-881b-cfc4eaf3b91b,Test 31,Type 12,Param 1.2,Param 2.3,Param 3.1,10,0.22,0,0.09,0.67,0.16,0.12,0.07,0.28,0.97,0.72,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,1,1,0.53,0.91,0.25,1,1,0.97,1,1,1,16.4,694.4,4.6,1.85,1.6,4.79
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,2,0.73,0.96,0.16,0.4,0.3,0.63,1,0.09,0.26,0.34,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,3,0.43,0.02,0.47,0.21,0.55,0.64,0,0.01,0.01,0.06,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,4,0.68,0,0.05,0.6,0.23,0.81,0.36,0.13,0.17,0.26,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,5,0,0.21,0.78,0,0.75,0.24,0.9,0.15,0.26,0.28,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,6,0.71,0.47,1,0.4,0.94,0.72,0.66,0.11,0.12,0.39,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,7,0.55,0,0.04,0.56,0.22,0.7,0.72,0.02,0.07,0,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,8,0.76,0.98,0,0.14,0.32,0.7,0.98,0,0,0.13,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,9,0.17,1,0.2,1,0,0,0.93,0.1,0.07,0.17,,,,,,
791872a7-f933-4f14-bac0-2ed9cf06d125,Test 32,Type 12,Param 1.2,Param 2.3,Param 3.1,10,0.6,0.51,0.45,0.38,0.54,0.62,0.26,0.01,0.02,0.23,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,1,0.46,0.02,0.64,0.43,0.76,0.68,0.14,1,1,1,82.69,818.87,8.32,4.25,1.68,2.21
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,2,0.73,0.49,0.3,0.45,0.67,0.69,0.56,0.1,0.4,0.68,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,3,0,0,0.51,0.38,0.75,0.06,0.22,0.03,0.15,0.16,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,4,0.65,0.48,0.35,0.74,0.2,0.52,0.89,0.05,0.23,0.69,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,5,0.34,0.28,0.32,0,0.2,0.42,0.67,0.06,0.22,0.57,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,6,0.78,0.18,0,0.57,0,1,0,0.03,0.1,0.62,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,7,0.49,0.02,0.7,0.71,0.12,0.67,1,0,0,0.69,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,8,0.83,1,1,0.44,1,0.39,0.39,0.03,0.04,0,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,9,0.12,0.08,0.73,1,0.74,0,0.61,0.05,0.19,0.64,,,,,,
002eebba-74e6-4564-a07c-2fc933437c76,Test 33,Type 11,Param 1.2,Param 2.3,Param 3.1,10,1,0.49,0.85,0.76,1,0.97,0.56,0.07,0.26,0.6,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,1,0.48,0.96,0.63,0.61,0.59,0.23,0.44,1,1,1,13.9,1.94,3.97,6.62,2.59,5.44
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,2,0.29,1,1,0.45,1,0.02,0.33,0.11,0.41,0.79,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,3,0,0.02,0.37,0.26,0.53,0,0.1,0.05,0.14,0.01,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,4,0.39,0,0,0.9,0.11,0.36,0.31,0.02,0.03,0.56,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,5,0.18,0.21,0.3,0.42,0.29,0.13,0.04,0,0,0.58,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,6,0.67,0.3,0.19,0.69,0.08,0.6,1,0.04,0.16,0.68,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,7,0.46,0,0.14,0.6,0.14,0.47,0.9,0.07,0.23,0,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,8,1,0.02,0.19,1,0.12,1,0.05,0.02,0.06,0.58,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,9,0.1,0.5,0.66,0,0.68,0.01,0.87,0.02,0.05,0.69,,,,,,
ec3d4f67-57eb-428e-96ae-3e2f217e0f1c,Test 34,Type 13,Param 1.2,Param 2.3,Param 3.1,10,0.32,0.03,0.14,0.27,0,0.35,0,0.03,0.12,0.72,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,1,0.47,0.53,0.25,0.38,0.37,0.43,0,1,1,1,21.5,340.75,1.48,6.66,2.72,5.69
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,2,0,0.01,0.7,1,0.27,0.1,1,0.17,0.6,0.09,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,3,0.39,0.46,0.66,0.6,0.54,0,0.14,0.11,0.34,0.05,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,4,0.48,0.46,0.28,0.2,0.32,1,0.42,0.02,0.27,0.1,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,5,0.95,0.98,1,0,0.88,0.66,0.8,0.05,0,0,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,6,0.44,0.49,0.33,0.44,0.29,0.39,0.24,0.16,0.57,0.22,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,7,0.46,0.5,0,0.74,0,0.46,0.16,0,0.21,0.12,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,8,0.04,0.01,0.64,0.07,0.7,0.84,0.56,0.09,0.24,0.04,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,9,1,1,0.88,0.17,1,0.65,0.28,0.12,0.31,0.05,,,,,,
575576b1-0a32-4a25-a61e-61b6e353c147,Test 35,Type 11,Param 1.2,Param 2.3,Param 3.1,10,0.04,0,0.89,0.44,0.73,0.58,0.74,0.07,0.13,0.1,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,1,1,1,1,1,1,1,1,0.32,1,1,3.54,285.48,6.32,5.9,2.44,6.94
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,2,0.63,0.9,0.4,0.35,0.24,0.41,0,0.04,0.24,0.36,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,3,0.38,0.46,0.31,0.08,0.31,0.51,0.95,0.05,0.21,0.29,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,4,0.41,0.5,0.37,0.24,0.3,0.5,0.35,0.13,0.69,0.75,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,5,0,0.01,0.06,0,0.12,0.25,0.25,0.04,0.28,0.16,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,6,0.34,0.47,0.21,0.02,0.05,0.44,0.4,0.06,0.34,0.38,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,7,0.06,0.02,0,0.06,0,0.44,0.75,1,0.23,0.31,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,8,0.01,0,0.53,0.06,0.37,0.2,0.6,0,0,0,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,9,0.46,0.93,0.07,0.24,0.13,0,0.55,0,0.01,0.21,,,,,,
88f1d3e9-643a-4977-b15f-6b5449e79bdd,Test 36,Type 11,Param 1.2,Param 2.3,Param 3.1,10,0.61,0.93,0.16,0.15,0.2,0.4,0.9,0.01,0.05,0.23,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,1,1,1,0.17,0.74,0.16,1,0.04,1,0.59,0.74,22.77,620.43,6.48,7.89,4.03,7.6
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,2,0.53,0,0.42,0.89,0.14,0.72,0.96,0.01,0.54,0.89,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,3,0,0.02,0.18,0.59,0.09,0,1,0.05,1,0.35,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,4,0.3,0.01,0,0.7,0.01,0.43,0.84,0.03,0.34,0.77,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,5,0.14,0.4,0.31,0.01,0.14,0.14,0.86,0.08,0.58,0.91,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,6,0.01,0.02,0.31,0,0.31,0.12,0,0.04,0.71,0.83,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,7,0.23,0.05,0.38,0.77,0.59,0.27,1,0,0,0.97,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,8,0.38,0.02,0.18,0.64,0,0.55,0.86,0.01,0.38,0,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,9,0.27,0.49,1,0.36,1,0.2,0.96,0.01,0.13,0.73,,,,,,
398a80d6-abb9-425e-9603-4955c1039b91,Test 37,Type 14,Param 1.2,Param 2.3,Param 3.1,10,0.57,0.47,0.53,1,0.38,0.54,0.88,0.02,0.39,1,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,1,1,1,0.66,0,0.42,0.99,0.37,1,1,1,14.65,675.22,3.99,8.09,9.25,8.26
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,2,0.2,0,0.39,0.97,0.39,0.23,0,0.09,0.4,0.74,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,3,0.22,0.02,0.39,0.6,0.47,0.29,0.92,0.09,0.42,0.77,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,4,0.27,0,0.25,0.31,0.18,0.39,0.69,0.03,0.09,0.61,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,5,0.28,0.33,0.82,0.76,0.58,0.19,0.78,0,0,0.75,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,6,0.13,0.01,0.56,0.82,0.73,0.13,0.41,0.06,0.26,0.69,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,7,0.47,0.4,1,0.4,1,0.46,0.76,0.06,0.18,0.62,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,8,0.98,0.73,0.9,1,0.99,1,1,0.11,0.43,0.71,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,9,0.18,0.39,0,0.53,0,0.04,0.06,0.11,0.45,0,,,,,,
69201967-a11a-479d-a114-cd63ff1e67b8,Test 38,Type 15,Param 1.2,Param 2.3,Param 3.1,10,0,0,0.24,0.22,0.41,0,0.71,0.06,0.2,0.65,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,1,1,1,1,0.73,1,0.58,0.96,1,0,0.36,49.44,496.7,2.51,4.2,7.74,3.29
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,2,0.2,0.49,0.36,0,0.3,0.15,0.96,0.13,1,0.66,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,3,0.46,0.55,0.07,0.43,0.17,0.32,0.94,0.07,0.74,0.87,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,4,0.65,0.02,0.11,0.84,0.29,0.71,1,0.09,0.75,0.63,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,5,0.15,0.04,0.54,0.11,0.5,0.29,0.99,0.13,0.89,0.59,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,6,0.91,0,0.32,1,0.26,0.97,0.96,0.02,0.78,1,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,7,0.41,0.52,0,0.67,0,0.24,0,0.08,0.9,0.69,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,8,0,0.02,0.66,0.82,0.72,0,0.95,0.12,0.84,0.83,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,9,0.89,0.99,0.56,0.12,0.77,0.6,0.99,0.01,0.94,0,,,,,,
a08785aa-a3c3-4c14-a55b-9ef39b57acf5,Test 39,Type 15,Param 1.2,Param 2.3,Param 3.1,10,0.95,0.15,0.69,0.53,0.92,1,0.98,0,0.83,0.9,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,1,0.81,1,0.36,0.15,0.03,0.13,1,1,0.49,0,95.04,430.54,9.66,5.28,4.9,3.67
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,2,0.15,0,0.38,0.28,0.2,0.2,0.27,0.43,0.8,1,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,3,0.37,0.14,1,0.27,0.95,0.29,0.64,0.07,0.04,0.23,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,4,1,0.48,0.73,1,1,0.99,0.73,0.07,0.04,0.22,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,5,0.9,0.41,0.26,0.96,0.32,1,0.82,0.29,0.48,1,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,6,0.11,0.07,0,0.2,0.16,0.12,0.09,0.43,0.54,0.21,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,7,0.4,0.41,0.58,0.13,0,0.1,0,0.07,0.09,0.24,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,8,0.13,0,0.6,0.22,0.13,0.11,0.18,0.36,0.4,0.95,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,9,0,0.01,0.16,0,0.03,0,0.36,0,0,0.24,,,,,,
77474a26-6f85-4d93-969e-542f5c086b8d,Test 2,Type 2,Param 1.1,Param 2.4,Param 3.4,10,0.28,0.36,0.19,0.07,0,0.04,0.27,0.64,1,0.23,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,1,0.45,0.37,0.44,0.71,0.19,0.45,0,0.78,0.01,0.71,28.52,606.65,8.11,7.96,4.88,1.43
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,2,0.29,0.07,0.81,0.97,0.8,1,0.02,0.22,0.23,0.05,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,3,0.21,0.02,1,0.84,0,0.62,0.55,0.78,0.64,0.97,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,4,0.1,0.02,0.91,0.53,0.4,0.03,1,0.22,0.11,0.01,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,5,1,1,0.49,0.36,1,0.07,0.04,0.44,0.39,0.03,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,6,0.21,0.02,0.64,1,0.39,0.9,0.09,0,0,0.05,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,7,0.03,0,0.74,0.15,0.2,0,0.09,1,1,1,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,8,0,0,0.53,0,0.4,0.14,0.28,0.22,0.05,0.01,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,9,0.44,0.33,0.69,0.94,0.99,0.25,0.3,0.56,0.36,0,,,,,,
0035e814-01f4-4926-aa84-c0581e8b1f56,Test 3,Type 3,Param 1.1,Param 2.4,Param 3.4,10,0.43,0.38,0,0.83,0,0.69,0.25,0.56,0.48,1,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,1,0.94,0.58,1,1,0.72,1,0.07,1,0.73,0.61,29.53,80.64,1.78,3.59,9.95,6.34
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,2,1,1,0.79,0.46,0.74,0.43,0.12,0.27,0.4,0,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,3,0.21,0,0.78,0.51,0,0.57,1,0.4,0.71,0.02,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,4,0,0.02,0.25,0.21,0.23,0.23,0.22,0.53,1,0.01,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,5,0.04,0.04,0.46,0,0.26,0.35,0.07,0.4,0.74,0.98,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,6,0.41,0.53,0.59,0.07,0.01,0.14,0.44,0.27,0.52,0.03,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,7,0.3,0.52,0.1,0.07,0.72,0,0.2,0,0,0.04,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,8,0.07,0.07,0.28,0.45,0.26,0.23,0.83,0.33,0.64,1,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,9,0,0.02,0.56,0.19,1,0.12,0,0.4,0.81,0.05,,,,,,
ab88076c-a659-4544-9920-a2f8a0e94973,Test 4,Type 3,Param 1.1,Param 2.4,Param 3.4,10,0.37,0.53,0,0.07,0.49,0.21,0.44,0.07,0.16,0.04,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,1,1,1,1,1,0.51,0.85,0.07,1,0.4,0,56.27,238.8,5.93,6.9,6.02,9.42
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,2,0.26,0,0.41,0.81,0.49,1,0.73,0,0,0.95,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,3,0.04,0.02,0.08,0.08,1,0.08,0.07,0,0.15,0.25,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,4,0.32,0.39,0.15,0.22,0,0.35,0.2,0,0.25,0.26,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,5,0.33,0.4,0.15,0.21,0.25,0.41,0.6,0.2,0.6,1,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,6,0.06,0,0.05,0.19,0.78,0.43,0.1,0.4,0.95,0.23,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,7,0,0.01,0,0,0.51,0,0.13,0,0,0.22,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,8,0.05,0.02,0.15,0.07,0.5,0.09,0,0,0.15,0.25,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,9,0.06,0.02,0.18,0.06,0.26,0.16,0.17,0.4,1,0.97,,,,,,
733745f8-cd12-4bf8-8514-58a3c6e78f3b,Test 5,Type 3,Param 1.1,Param 2.4,Param 3.4,10,0.05,0.01,0.14,0.15,0.5,0.13,1,0,0,0.27,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,1,1,1,0.3,0.86,0.02,0.64,0.69,1,0,0.61,32.55,465.02,2.02,3.14,8.84,9.92
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,2,0.21,0.09,0.32,0.65,0.5,0.56,0.34,0.27,0.66,0,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,3,0.69,0.95,0.51,0,0.27,0,0.02,0.04,0.46,0.21,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,4,0.29,0,0.17,1,0.02,1,0.03,0.15,0.61,0.03,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,5,0,0.04,0.21,0.5,0.25,0.24,1,0.15,0.59,1,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,6,0.08,0.08,0,0.61,0.01,0.52,0.29,0.5,0.67,0.13,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,7,0.83,0.94,0.64,0.52,0,0.13,0.31,0,0.08,0.15,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,8,0.12,0.06,0.33,0.17,0.49,0.52,0.06,0.31,0.75,0.2,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,9,0.33,0.05,0.45,0.45,0.25,0.93,0.38,0.19,0.65,0.01,,,,,,
7a0363d1-5986-4f1f-b837-6bbfdeda6c81,Test 6,Type 3,Param 1.1,Param 2.4,Param 3.4,10,0.41,0.04,1,0.41,1,0.68,0,0.65,1,0.16,,,,,,
87ed6df6-7924-49c5-aec2-f01a5e07e681,Test 7,Type 2,Param 1.1,Param 2.4,Param 3.4,1,1,1,0.06,1,1,1,0.57,1,0,0.32,29.44,495.17,7.47,9.6,8.45,3.34
87ed6df6-7924-49c5-aec2-f01a5e07e681,Test 7,Type 2,Param 1.1,Param 2.4,Param 3.4,2,0.09,0.01,0.02,0.32,0.35,0.2,0.11,0,0.17,0.47,,,,,,
87ed6df6-7924-49c5-aec2-f01a5e07e681,Test 7,Type 2,Param 1.1,Param 2.4,Param 3.4,3,0.04,0.1,0,0,0.34,0.06,0.49,0.24,0.63,0.01,,,,,,
